50.000000	0.408000	-54.346200
65.610227	0.512000	-51.007600
86.094039	0.596078	-46.306100
112.972989	0.682353	-39.756500
148.243670	0.764706	-32.354900
194.526017	0.823529	-25.579700
255.257925	0.882353	-19.626700
334.950609	0.884615	-16.426700
439.523712	0.921569	-11.060600
576.745014	0.903846	-8.172800
756.807429	0.923077	-7.336200
993.086150	0.941176	-5.213400
1303.132161	0.923077	-2.877100
1709.975947	0.923077	-3.794500
2243.838212	0.941176	-4.034500
2944.374704	0.941176	-0.406780
3863.621874	0.923077	1.600000
5069.862190	0.923077	-0.350195
6652.696217	0.923077	-0.459184
8729.698224	0.923077	0.302013
11455.149701	0.941176	2.899000
15031.499521	0.941176	5.527800
19724.402016	0.941176	4.548300
25882.450008	0.941176	3.131700
33963.068581	0.921569	6.058600
44566.493013	0.921569	10.512800
58480.354764	0.901961	9.118200
76738.187417	0.901961	13.505500
100696.198437	0.880000	18.695700
132134.009429	0.840000	23.644100
173386.847952	0.803922	29.459100
227519.010228	0.745098	32.207100
298551.479692	0.682353	40.167100
391760.609089	0.608000	47.398100
514070.052481	0.520000	52.538500
674565.060210	0.439216	55.310000
885167.339082	0.345098	58.141600
1161520.606972	0.282353	65.302300
1524152.621605	0.224000	65.579300
2000000.000000	0.170000	64.900400
