50.000000	0.010400	-108.344500
65.610227	0.014902	-110.909100
86.094039	0.023137	-111.547600
112.972989	0.036078	-111.913000
148.243670	0.054902	-112.141200
194.526017	0.086275	-108.107700
255.257925	0.121569	-100.941200
334.950609	0.168627	-89.884500
439.523712	0.227451	-83.392400
576.745014	0.304000	-76.345500
756.807429	0.384314	-66.026200
993.086150	0.464000	-52.528600
1303.132161	0.544000	-41.801800
1709.975947	0.600000	-33.587400
2243.838212	0.640000	-22.229800
2944.374704	0.664000	-14.253400
3863.621874	0.672000	-7.210700
5069.862190	0.896000	-1.752700
6652.696217	0.960000	-8.931300
8729.698224	1.000000	-6.644300
11455.149701	1.000000	-7.131300
15031.499521	1.000000	-3.811400
19724.402016	1.000000	-1.813600
25882.450008	1.000000	-0.892562
33963.068581	0.980000	-3.913000
44566.493013	1.000000	-2.822500
58480.354764	1.020408	-1.850500
76738.187417	1.020408	0.884521
100696.198437	1.000000	0.869565
132134.009429	1.020408	0.379747
173386.847952	0.980000	-0.998613
227519.010228	1.000000	-0.982712
298551.479692	1.020408	0.860215
391760.609089	1.020408	0.564263
514070.052481	1.020408	1.112300
674565.060210	1.020833	-0.485830
885167.339082	0.979592	-2.080000
1161520.606972	0.979592	1.041700
1524152.621605	0.979592	0.821918
2000000.000000	0.979167	1.445800
