---- Page: "AC Sweep"
---- Graph: "AC Sweep"
---- Left Axis: LOGARITHMIC "Magnitude"
---- Bottom Axis: LOGARITHMIC "Frequency (Hz)"
---- Trace: 1 LEFT BOTTOM "V(3)"
1.000000000000e+001	4.999591797925e-005
1.258925411794e+001	4.999440046211e-005
1.584893192461e+001	4.999194448863e-005
1.995262314969e+001	4.998802050598e-005
2.511886431510e+001	4.998178295256e-005
3.162277660168e+001	4.997188904399e-005
3.981071705535e+001	4.995621219392e-005
5.011872336273e+001	4.993139115814e-005
6.309573444802e+001	4.989212493253e-005
7.943282347243e+001	4.983007945658e-005
1.000000000000e+002	4.973221514873e-005
1.258925411794e+002	4.957828413585e-005
1.584893192461e+002	4.933722057614e-005
1.995262314969e+002	4.896226052202e-005
2.511886431510e+002	4.838511371049e-005
3.162277660168e+002	4.751079025592e-005
3.981071705535e+002	4.621722887182e-005
5.011872336273e+002	4.436734439345e-005
6.309573444802e+002	4.184231450781e-005
7.943282347243e+002	3.859648627992e-005
1.000000000000e+003	3.471176201153e-005
1.258925411794e+003	3.040936651666e-005
1.584893192461e+003	2.599437579078e-005
1.995262314969e+003	2.176196253743e-005
2.511886431510e+003	1.792404963708e-005
3.162277660168e+003	1.458771016707e-005
3.981071705535e+003	1.177384144320e-005
5.011872336273e+003	9.449482497891e-006
6.309573444802e+003	7.555956465560e-006
7.943282347243e+003	6.027363355671e-006
1.000000000000e+004	4.800595151165e-006
1.258925411794e+004	3.819751416422e-006
1.584893192461e+004	3.037409323154e-006
1.995262314969e+004	2.414344668558e-006
2.511886431510e+004	1.918607808552e-006
3.162277660168e+004	1.524418605060e-006
3.981071705535e+004	1.211096495148e-006
5.011872336273e+004	9.621123092466e-007
6.309573444802e+004	7.642851938020e-007
7.943282347243e+004	6.071194859895e-007
1.000000000000e+005	4.822652706206e-007
1.258925411794e+005	3.830834976203e-007
1.584893192461e+005	3.042973346328e-007
1.995262314969e+005	2.417136167153e-007
2.511886431510e+005	1.920007784821e-007
3.162277660168e+005	1.525120544287e-007
3.981071705535e+005	1.211448389583e-007
5.011872336273e+005	9.622887031793e-008
6.309573444802e+005	7.643736093417e-008
7.943282347243e+005	6.071638016240e-008
1.000000000000e+006	4.822874819664e-008
1.258925411794e+006	3.830946299528e-008
1.584893192461e+006	3.043029141073e-008
1.995262314969e+006	2.417164131057e-008
2.511886431510e+006	1.920021800064e-008
3.162277660168e+006	1.525127568577e-008
3.981071705535e+006	1.211451910076e-008
5.011872336273e+006	9.622904676086e-009
6.309573444802e+006	7.643744936520e-009
7.943282347243e+006	6.071642448294e-009
1.000000000000e+007	4.822877040953e-009
---- End Trace: 1 "V(3)"
---- End Graph: AC Sweep

---- Graph: 
---- Left Axis: LINEAR "Phase (deg)"
---- Bottom Axis: LOGARITHMIC "Frequency (Hz)"
---- Trace: 1 LEFT BOTTOM "V(3)"
1.000000000000e+001	-4.558023413108e-001
1.258925411794e+001	-6.379948621538e-001
1.584893192461e+001	-8.541441842898e-001
1.995262314969e+001	-1.115742302918e+000
2.511886431510e+001	-1.436682931706e+000
3.162277660168e+001	-1.833982897682e+000
3.981071705535e+001	-2.328651528578e+000
5.011872336273e+001	-2.946736243746e+000
6.309573444802e+001	-3.720564280682e+000
7.943282347243e+001	-4.690176408391e+000
1.000000000000e+002	-5.904892043785e+000
1.258925411794e+002	-7.424826049721e+000
1.584893192461e+002	-9.321944068764e+000
1.995262314969e+002	-1.167981964957e+001
2.511886431510e+002	-1.459056617350e+001
3.162277660168e+002	-1.814649318567e+001
3.981071705535e+002	-2.242332917689e+001
5.011872336273e+002	-2.745275797609e+001
6.309573444802e+002	-3.318704147416e+001
7.943282347243e+002	-3.946902690619e+001
1.000000000000e+003	-4.603092957606e+001
1.258925411794e+003	-5.253925471792e+001
1.584893192461e+003	-5.867354983099e+001
1.995262314969e+003	-6.419809627096e+001
2.511886431510e+003	-6.899196201397e+001
3.162277660168e+003	-7.303611929634e+001
3.981071705535e+003	-7.637957400482e+001
5.011872336273e+003	-7.910562142653e+001
6.309573444802e+003	-8.130777473109e+001
7.943282347243e+003	-8.307596414811e+001
1.000000000000e+004	-8.449015983126e+001
1.258925411794e+004	-8.561839895811e+001
1.584893192461e+004	-8.651706660463e+001
1.995262314969e+004	-8.723215005098e+001
2.511886431510e+004	-8.780078749453e+001
3.162277660168e+004	-8.825278682600e+001
3.981071705535e+004	-8.861198049013e+001
5.011872336273e+004	-8.889737732092e+001
6.309573444802e+004	-8.912411577479e+001
7.943282347243e+004	-8.930424043003e+001
1.000000000000e+005	-8.944732850464e+001
1.258925411794e+005	-8.956099240236e+001
1.584893192461e+005	-8.965128135171e+001
1.995262314969e+005	-8.972300166956e+001
2.511886431510e+005	-8.977997177259e+001
3.162277660168e+005	-8.982522504949e+001
3.981071705535e+005	-8.986117116319e+001
5.011872336273e+005	-8.988972425549e+001
6.309573444802e+005	-8.991240482262e+001
7.943282347243e+005	-8.993042065737e+001
1.000000000000e+006	-8.994473115357e+001
1.258925411794e+006	-8.995609838975e+001
1.584893192461e+006	-8.996512770891e+001
1.995262314969e+006	-8.997229995332e+001
2.511886431510e+006	-8.997799707018e+001
3.162277660168e+006	-8.998252245128e+001
3.981071705535e+006	-8.998611708942e+001
5.011872336273e+006	-8.998897241206e+001
6.309573444802e+006	-8.999124047550e+001
7.943282347243e+006	-8.999304206235e+001
1.000000000000e+007	-8.999447311365e+001
---- End Trace: 1 "V(3)"
---- End Graph: 
---- End Page: "AC Sweep"

